"code_bss_old","code_bss_new","point_name","code_insee","lon","lat","altitude","nb_results_ades_all_params","year_min","year_max","nb_parameters","nb_results","info_up_date"
"09623X0002/S","BSS002EPUP","FOUX DE LA VIS","30353",3.48309394813397,43.8998054776183,362.00,17194,1995,2024,34,1010,"2024-10-31"
"09641X0016/F2","BSS002ERQM","FORAGE SUD DU MAS PLANTA","30050",4.03306954396789,43.9147286692239,80.00,19195,2006,2024,34,603,"2024-10-31"
"09654X0556/PA1","BSS002EURG","PUITS DE COMPS - PA1","30032",4.62221400583584,43.8341036802349,11.67,27073,1987,2024,34,1264,"2024-10-31"
"09656X0107/S","BSS002EVVN","SOURCE LA SAUZETTE","30034",4.49244075612175,43.7678454389832,50.00,42924,2002,2024,35,890,"2024-10-31"
"09614X0036/GL","BSS002EPFC","SOURCE DE LA SORGUES (CORNUS - 12)","12077",3.20774803896045,43.8764090771762,578.00,5222,2001,2024,34,804,"2024-10-31"
"09615X0033/HY","BSS002EPGZ","SOURCE","12039",2.95679833772896,43.753941738479,465.00,6450,1996,2024,35,917,"2024-10-31"
"09771X0314/F","BSS002FKUT","Forage agricole La grange (Seyresse-40)","40300",-1.06186313782731,43.6832672873109,9.00,4928,2007,2022,19,663,"2024-10-31"
"09781X0008/F","BSS002FLYQ","FORAGE AGRICOLE LAHEOURERE (MONTAUT-40)","40191",-0.648609903752431,43.732303834186,95.90,3238,1990,2023,33,615,"2024-10-31"
"09782X0006/P1","BSS002FLZP","CAPTAGE DE MARSEILLON P1","40017",-0.603270441775209,43.7325534672722,42.90,4772,2001,2013,13,515,"2024-10-31"
"09784X0010/F3","BSS002FMCU","Brac","40072",-0.399286247180057,43.6524754205478,111.32,1431,2001,2020,19,249,"2024-10-31"
"09805X0030/F","BSS002FNEY","A CHRISTINAT","32445",0.0171868747590499,43.5606757783892,149.00,5117,2002,2024,33,676,"2024-10-31"
"10121X0013/F","BSS002HYFN","Forage de Mascarens (Navès - 81)","81195",2.23459419059496,43.5517783575841,186.00,1217,1993,2013,14,214,"2024-10-31"
"09917X0191/CEMM","BSS002GUVH","FORAGE DE LA STATION C.E.H.M.","34151",4.1688924378018,43.6297385520768,9.13,51383,2001,2024,34,978,"2024-10-31"
"09932X0188/S1","BSS002GWPQ","FORAGE DU GOLF DES BAUX-DE-PROVENCE","13011",4.8004805055166,43.7349268385598,71.00,13747,2006,2024,34,659,"2024-10-31"
"09936X0099/S1","BSS002GXKJ","FORAGE LE LION D'OR 1","13097",4.82164623368731,43.640720261397,23.00,30930,1995,2024,35,1140,"2024-10-31"
"09957X0065/F","BSS002HBSV","FORAGE DES CINQ ONCES","13074",5.58240072657217,43.6500141181316,211.00,26375,2004,2024,34,643,"2024-10-31"
"09984X0033/SOU","BSS002HDEJ","FOUX DE SAINT CEZAIRE","06118",6.76244584982319,43.6684962402497,240.00,17756,2000,2024,35,936,"2024-10-31"
"09995X0086/PDR7","BSS002HFHM","PUITS DE PEGOMAS PDR7","06090",6.92470308704054,43.59019138518,11.00,37165,1988,2024,35,1542,"2024-10-31"
"09998X0178/F","BSS002HGYX","FORAGE PROFOND DES BOUCHES DU LOUP","06161",7.13962019777035,43.6436677969612,3.32,8693,2001,2021,27,567,"2024-10-31"
"10147X0053/SE7","BSS002JABQ","THEZAN P NORD","34310",3.142803,43.400545,20.00,66875,2001,2024,34,1370,"2024-10-31"
"10193X0087/F","BSS002JFHK","SOURCE DE LA PISSAROTTE","13004",4.86156496663019,43.4790002790346,1.70,37157,1987,2024,35,1540,"2024-10-31"
"10212X0029/P1","BSS002JNGC","Fuveau - la Grande Bastide","13040",5.55093940378963,43.4712529303627,215.00,14699,2006,2024,34,729,"2024-10-31"
"10362X0021/F2","BSS002KJRJ","FORAGE DE SOUBIRAN F2","11076",1.97591788033623,43.3290956351433,170.00,18221,1996,2023,35,823,"2024-10-31"
"04268X0006/HYAEP","BSS001DRNK","SOURCE DE LA FONTAINE BODIN (BEAUMONT-LA-RONCE - 37)","37021",0.676776735282306,47.5582836052406,101.00,36548,1989,2024,35,934,"2024-10-31"
"04318X0017/HYAEP","BSS001DXXQ","SOURCE DE VILLECOQ (ARGENT-SUR-SAULDRE - 18)","18011",2.46808360585043,47.5255408260266,175.00,39423,1993,2024,34,872,"2024-10-31"
"04514X0006/F1","BSS001EUMJ","FORAGE DU PLESSIS-PAS-BRUNET F1 (NORT-SUR-ERDRE - 44)","44110",-1.52138620235495,47.4303366407722,-999.00,98784,1984,2024,35,2434,"2024-10-31"
"04552X0070/F2","BSS001FDCE","LE CLOS BERTIN 2","49021",-0.205937231863027,47.4535281110777,24.00,30043,2001,2024,34,597,"2024-10-31"
"04563X0024/HY","BSS001FETP","Source de St-Laurent-de-Lin (St-Laurent-de-Lin - 37)","37223",0.26341896977168,47.5172635718377,66.00,30869,2007,2024,33,688,"2024-10-31"
"01358X0201/F","BSS000KLVC","ALLUVIONS DE LA MEUSE À VERDUN","55545",5.36989801738322,49.1434035332931,197.51,51101,1993,2024,35,2177,"2024-10-31"
"01621X0011/HY","BSS000MADU","SOURCE DES EPICHEES, CALCAIRES OXFORDIENS DU B.P. À SOMMEDIEUE","55492",5.46861618379372,49.0945385875703,248.00,48310,1973,2023,35,2358,"2024-10-31"
"01626X0010/HY","BSS000MBBY","FONTAINE DES VIGNES, CALCAIRES OXFORDIENS DU B.P. À RANZIERES","55415",5.49210941722302,49.0227419258255,233.00,44901,1981,2023,35,1920,"2024-10-31"
"02282X0005/HY","BSS000SBFV","ARGILES DU KIMMÉRIDGIEN À SAULVAUX","55472",5.49472497756352,48.7224541954921,285.00,45497,1996,2024,35,1936,"2024-10-31"
"00186X0005/SO","BSS000BTRY","Source de .","62109",2.25507122403962,50.4684644622861,70.00,21098,1997,2023,34,821,"2024-10-31"
"00198X0326/F1","BSS000BYVA","FOR 1","62628",2.86170288014066,50.4293462529716,33.00,19678,2002,2023,34,705,"2024-10-31"
"00225X0016/F6","BSS000CHGM","FOR 6","59479",3.62224938252615,50.4069687731981,22.00,24002,1989,2023,35,788,"2024-10-31"
"00241X0230/HY","BSS000CJVG","LES FONTAINES","80244",1.86615060529264,50.3284337565576,9.00,19883,1992,2023,34,788,"2024-10-31"
"00256X0090/SO1","BSS000CLHA","SOURCE","62361",2.2918700362367,50.2793825425998,70.00,21247,1997,2023,34,825,"2024-10-31"
"00453X0080/HY","BSS000DWGJ","FONTAINE DE COHU","80416",2.06323789306247,49.9736541802996,20.00,18432,1995,2023,34,760,"2024-10-31"
"00468X0028/HY","BSS000EAXX","Source de GRANGE A LA CALAINE","80212",2.46006812923795,49.9141635320305,30.00,19684,1992,2023,34,803,"2024-10-31"
"00496X0033/HY","BSS000EFRV","Source de SOURCE DE LA SOMME","02319",3.40267758641028,49.9063511976672,85.00,16543,1992,2023,34,685,"2024-10-31"
"00625X0031/HY","BSS000ERPL","Source de SOURCE DE GRAND MARAIS","80558",2.16384544788258,49.7139897030445,61.00,19225,1992,2023,34,776,"2024-10-31"
"00634X0098/HY","BSS000ESVX","FONCHES_FONCHETTES","80322",2.83078365066276,49.7746661628949,70.00,9409,1992,2023,34,488,"2024-10-31"
"00298X0012/F2","BSS000DAXV","FOR 2","59351",3.93392695578858,50.2215183894468,160.35,23045,1983,2024,35,898,"2024-10-31"
"00387X0014/P1","BSS000DQPB","PUITS1","59177",3.86355879986191,50.128033461325,161.70,19104,1983,2023,35,816,"2024-10-31"
"01716X0028/HY","BSS000MMBJ","TRAOU SCAVEN - RQ N.77","22162",-3.06756326290051,48.7873764622393,38.00,28819,2001,2024,34,1057,"2024-10-31"
"02042X0021/HY","BSS000QWQM","Source de Lancerf (Plourivo - 22)","22233",-3.19349014358496,48.7516614317418,68.00,24899,2007,2024,34,936,"2024-10-31"
"02048X0053/P1","BSS000QXYG","CAPTAGE DE SOURCE DE SAINT-GUENAËL","22361",-2.94160084747244,48.6058967585298,77.00,25608,1996,2024,35,1147,"2024-10-31"
"02381X0006/PE","BSS000SWEK","POULLOCH (Saint Pabu – 29)","29257",-4.60519360619497,48.5561237035717,30.00,33133,1998,2024,35,1058,"2024-10-31"
"02386X0065/S3","BSS000SXJY","CAPTAGE VENEGUEN","29149",-4.55490955042625,48.4649209428254,83.00,29160,2007,2024,34,842,"2024-10-31"
"02452X0042/P1","BSS000TMJH","SAINT MAUDAN","22213",-2.02854067727381,48.5256438760649,45.00,30650,2007,2024,35,1029,"2024-10-31"
"02462X0038/F","BSS000TPDD","Forage de St-Broladre ( St-Broladre - 35)","35259",-1.68864963960641,48.5764364746017,10.00,21118,2007,2024,34,724,"2024-10-31"
"02467X0007/HY","BSS000TPUD","Source de St-Mathurin (Bazouges-la-Perouse - 35)","35019",-1.54885326701837,48.4819735209252,94.00,23381,1983,2024,34,1060,"2024-10-31"
"05146X0001/P","BSS001KCZY","SOURCE DE LA BOISSIÈRE ( MARIGNY-MARMANDE - 37 )","37148",0.497746109480762,46.9894372758426,80.00,36960,1989,2024,34,1041,"2024-10-31"
"05172X0007/HYAEP","BSS001KFAP","FORAGE DE VALENCAY (VALENCAY - 36)","36228",1.54726294662151,47.1449701032897,100.00,27909,1983,2024,35,814,"2024-10-31"
"05235X0004/F","BSS001KMNC","SOURCE DES MINGOTS ( CHÂTILLON-EN-BAZOIS - 58)","58065",3.63308809173173,47.0685657434386,232.00,23022,1988,2024,35,856,"2024-10-31"
"05382X0005/F1","BSS001LGYP","Puits de Aubiers (Aubiers - 79)","79195",-0.55641011868777,46.9454262306068,130.00,22234,2003,2024,34,790,"2024-10-31"
"05393X0003/F1","BSS001LHVJ","L1 LIGAINE","79321",-0.139906667416884,46.9146711961931,60.00,31551,1991,2024,35,1314,"2024-10-31"
"05414X1002/PAEP","BSS001LKXT","Puits de Crosse (Descartes - 37)","37115",0.683940533841222,46.977061643874,45.00,34913,1985,2023,35,972,"2024-10-31"
"05446X0139/FAEP","BSS001LPLG","Forage des Pres (Chezelles - 36)","36050",1.58532835627654,46.8884012334214,138.00,28835,1990,2024,34,951,"2024-10-31"
"05448X0023/HYAEP","BSS001LPWD","Source le Montet (Deols - 36)","36063",1.72148222674465,46.8306628524975,146.00,37960,1982,2024,34,1279,"2024-10-31"
"05461X0001/PCAEP","BSS001LRAM","LE GRAND MALLERAY PRIMELLES - 18","18188",2.217845695278,46.9260781311214,166.30,24412,1997,2024,33,699,"2024-10-31"
"05475X0059/F2AEP","BSS001LTCN","Forage de Briande (Verneuil - 18)","18277",2.60237706718402,46.8318043216318,163.00,28167,1992,2024,34,773,"2024-10-31"
"05488X0013/ETUDE","BSS001LUHC","FORAGE DE MAGNY-COURS (MAGNY-COURS - 58)","58152",3.15643195742617,46.870882001139,191.00,23553,2007,2024,34,650,"2024-10-31"
"05495X0029/P","BSS001LUVE","Puits de la Grève (Luthenay-Uxeloup - 58)","58148",3.27798053230259,46.8822296502404,180.00,30844,1993,2024,35,929,"2024-10-31"
"05615X0015/F","BSS001MFXM","Forage de la Chapelle-Hermier (Chapelle-Hermier - 85)","85054",-1.72318157147464,46.6854146558546,58.00,19993,2007,2024,34,541,"2024-10-31"
"05617X0006/F","BSS001MGFD","Forage de Beaulieu (Beaulieu-sous-la-Roche - 85)","85016",-1.60351653645855,46.6770435312294,37.00,17812,2007,2024,33,466,"2024-10-31"
"05635X0152/F","BSS001MKMR","Forage de Chantonnay (Chantonnay - 85)","85051",-1.05732585605628,46.690498511201,73.00,21333,2007,2024,34,677,"2024-10-31"
"05663X0001/PUITS","BSS001MPCW","Puits de Champigny (Champigny-le-sec - 86)","86053",0.189830958124733,46.7270583741459,97.00,25689,2007,2024,35,778,"2024-10-31"
"05737X0008/C","BSS001MWNW","V1","03130",2.761562,46.655191,232.00,17796,1992,2024,34,703,"2024-10-31"
"05754X0040/EAU","BSS001MXJY","Forage de Tarrin (Lamenay-sur-Loire - 58)","58137",3.56696215283935,46.7685983691847,196.00,28327,1994,2024,35,839,"2024-10-31"
"05772X0030/SOURCE","BSS001MYHC","Source de la Barge Haute ( Montmort - 71)","71317",4.09060969812541,46.7469210274861,380.00,18671,2001,2024,34,638,"2024-10-31"
"05781X0017/SOURCE","BSS001MZDZ","Source du Champ Vallet ( Charmoy - 71)","71103",4.32280056975451,46.7703022944176,320.00,19261,1985,2023,35,745,"2024-10-31"
"05858X0290/F","BSS001NLKK","Forage du jardin du Maine ( Luçon - 85)","85128",-1.1707699362818,46.457286244458,8.00,27951,2001,2024,33,706,"2024-10-31"
"05915X0018/F","BSS001NUKX","Forage de Servon ( Leignes-sur-fontaine - 86)","86126",0.740788037352874,46.4835811724557,140.00,28245,1996,2024,34,1229,"2024-10-31"
"06008X0005/SOURCE","BSS001PAQZ","Source de Fontenay (Fontenay - 71)","71203",4.31116855758708,46.4772070937975,300.00,16818,2007,2024,34,499,"2024-10-31"
"06114X0004/R","BSS001PJNW","PAMPROUX1","79201",-0.037305542927598,46.3945706040276,94.80,39009,2001,2024,35,1905,"2024-10-31"
"06124X0026/F","BSS001PNRK","FONTJOISE","86065",0.327949362853789,46.4309772287132,98.95,17005,2008,2024,34,482,"2024-10-31"
"06384X0005/PUITS","BSS001QVHM","SOURCE LA BERNADIÈRE ( LE VIGEANT - 86)","86289",0.642385,46.22604,135.00,30213,1990,2024,34,1398,"2024-10-31"
"06447X0024/S","BSS001QZKF","Source de Virlet (Virlet - 63)","63462",2.69904445771893,46.1560958338147,493.00,19083,2007,2024,34,601,"2024-10-31"
"06477X0026/S","BSS001RCSS","V1","03248",3.794253,46.097782,901.00,19158,1994,2024,34,614,"2024-10-31"
"06695X0020/S","BSS001RXFB","Source de Manzat (Manzat - 63)","63206",2.92042140577287,45.9124721346556,900.00,16749,2007,2024,34,496,"2024-10-31"
"00653X0002/F","BSS000EWTM","SYND INTERCOMMUNAL(RIBEMONT-02)","02648",3.47010536795551,49.8003229455412,92.35,1447,2011,2011,20,20,"2024-10-31"
"00726X0004/FE1","BSS000FDRX","HAMEAU ES JEANNE(BREUVILLE-50)","50079",-1.69435787992252,49.5413783136183,77.00,33962,1995,2024,35,1166,"2024-10-31"
"03325X1020/SOURCE","BSS000YMSM","SCE DE SEVY(VENIZY-89)","89436",3.64794789910845,48.1141288581289,220.00,31935,1991,2023,35,890,"2024-10-31"
"03331X0025/25","BSS000YMZU","FONTAINE DE RICHEBOURG(SAINT-POUANGE-10)","10360",4.02280126157683,48.2279245514407,124.00,42761,1978,2024,35,1619,"2024-10-31"
"03356X0007/PAEP","BSS000YPND","PUITS DE L'ADDUCTION(SILVAROUVRES-52)","52474",4.78123899188925,48.0600998503994,209.00,11529,1998,2024,35,381,"2024-10-31"
"03357X0003/SAEP","BSS000YPPK","STATION DE POMPAGE(VAUDREMONT-52)","52506",4.91004484479467,48.1279409792468,220.00,24547,2002,2024,35,862,"2024-10-31"
"03661X0070/PAEP","BSS001ANDC","SOURCE DES FONTAINES - SOURCE 3 - F1(SAINT-LOUP-DE-GONOIS-45)","45287",2.91496412787505,48.0561520673307,108.00,62465,1991,2024,35,1716,"2024-10-31"
"03666X0019/PAEP","BSS001APQS","SOURCE DE LA METAIRIE(DOUCHY-45)","45129",3.03753979868624,47.9432781965022,123.40,40608,1992,2024,35,1201,"2024-10-31"
"03675X0003/SOURCE","BSS001AQLP","LA FONTAINE SAINT CYR(LA CELLE-SAINT-CYR-89)","89063",3.28361513846636,47.9650192750543,125.00,73969,1990,2024,35,2243,"2024-10-31"
"03681X0016/SN5","BSS001AQWT","LE CHAMP DES RAVES - BAS REBOURSEAUX N¿2(VERGIGNY-89)","89439",3.67833470968152,47.9732133859531,99.00,26293,1991,2024,35,925,"2024-10-31"
"03682X0036/AEP","BSS001AQZM","PUITS DU CREANTON(VENIZY-89)","89436",3.71401021797202,48.052036006678,123.00,38397,1990,2024,35,1060,"2024-10-31"
"03711X0001/AEP","BSS001ASFG","SOURCE DE LA FONTAINE AU CHENE(RIEL-LES-EAUX-21)","21524",4.6773728869261,47.978730302221,225.00,75423,1998,2024,35,2068,"2024-10-31"
"04024X0004/PUITS","BSS001CMGM","PLAINE DES ISLES- CHAMP CAPTANT(AUXERRE-89)","89024",3.58394314752424,47.8272908669805,97.00,39642,1991,2024,35,1333,"2024-10-31"
"04073X0005/SO","BSS001CQUJ","SOURCE DE CHAMP CRESSON(NOIDANT-LE-ROCHEUX-52)","52355",5.24603990771363,47.8121760349538,410.00,21459,2007,2024,34,749,"2024-10-31"
"04343X0006/SOURCE","BSS001DZWS","SOURCE DE BONNY(MERRY-SEC-89)","89252",3.4967670157967,47.6890411438999,204.00,65125,2007,2024,34,1680,"2024-10-31"
"04376X0002/PUITS","BSS001EBZR","ANC MOULIN DE VEAU(GRIGNON-21)","21308",4.42900870710073,47.5642695816264,226.00,41663,1998,2024,34,1270,"2024-10-31"
"04655X0006/SOURCE","BSS001FULS","MOULIN DE CORBELIN(LA CHAPELLE-SAINT-ANDRE-58)","58058",3.32343561876628,47.3798505130398,230.00,74206,1990,2024,35,2022,"2024-10-31"
"04657X0007/AEP","BSS001FUPJ","SCE DE FONTAINERIE(BEUVRON-58)","58029",3.49126044803958,47.3561678665487,190.00,73367,1991,2024,35,1989,"2024-10-31"
"04664X1010/AEP","BSS001FUWX","SCE DES GRANGES(AVALLON-89)","89025",3.92554580176525,47.4597013463082,330.00,22906,1990,2024,34,864,"2024-10-31"
"04961X0091/F2","BSS001HWPV","STATION DE POMPAGE F.2(MONCEAUX-LE-COMTE-58)","58170",3.66262729330657,47.3263516900355,172.00,28910,1986,2024,35,1202,"2024-10-31"
"04982X0009/SOURCE","BSS001HXFT","SCE DU DOIRANS(MONT-SAINT-JEAN-21)","21441",4.44846371763253,47.2640049750917,472.00,71983,1998,2024,35,1872,"2024-10-31"
"04984X0003/AEP","BSS001HXML","SCES DU BOIS BRULE N.1(CIVRY-EN-MONTAGNE-21)","21176",4.59413873891321,47.301474854735,500.00,72807,1996,2024,35,1903,"2024-10-31"
"05241X0029/AEP","BSS001KMRG","SOURCE DES BLOUESSES","58210",3.99342724300263,47.1424932716637,565.00,26626,1993,2024,35,877,"2024-10-31"
"01584X0002/FAEP","BSS000LVCQ","STATION DE POMPAGE(LES PETITES-LOGES-51)","51428",4.23384983237121,49.1363912610666,126.22,40893,2000,2024,35,1142,"2024-10-31"
"01604X1015/3","BSS000LXZG","CALCAIRES DU TITHONIEN DU BASSIN PARISIEN à LE NEUFOUR  ","55379",4.98077541701823,49.1272429595265,154.00,12147,1995,2024,35,476,"2024-10-31"
"01612X0096/HY","BSS000LZBQ","CALCAIRES DU TITHONIEN DU BASSIN PARISIEN à RARECOURT  ","55416",5.14044844060028,49.0764793871682,227.00,53260,1987,2024,35,1665,"2024-10-31"
"01733X0003/C2","BSS000MNJQ","PRE DES DOUITS NORD(LA COLOMBE-50)","50137",-1.181974,48.87281,162.00,38650,1992,2024,35,1129,"2024-10-31"
"01756X0011/F2","BSS000MPUC","L'ETRE(SAINT-PIERRE-DU-REGARD-61)","61447",-0.543824401769118,48.8237935710954,203.00,38190,1997,2024,35,1085,"2024-10-31"
"01767X0014/C1","BSS000MQMX","SOURCE DU BOIS DE COMMEAUX CAPTEE PAR PUITS(COMMEAUX-61)","61114",-0.0981436163796521,48.7892276721489,168.00,32973,2007,2024,34,846,"2024-10-31"
"01773X0017/C3","BSS000MQSU","CUTESSON,  Captage COMMUNALE (VIMOUTIERS-61)","61508",0.223027884218592,48.9277011270411,160.00,26154,1999,2024,35,1063,"2024-10-31"
"01815X0008/F","BSS000MTYS","LES VIGNES DE ROBERT - SOUS LES HAUTES - Captage de(BU-28)","28321",1.49820006186281,48.8296825370162,110.00,21518,1992,2024,35,827,"2024-10-31"
"01832B0065/F1","BSS000NAXB","semi-captif","92078",2.32735939367911,48.9339343432884,28.00,24190,2000,2024,34,698,"2024-10-31"
"01832B0415/F3BIS","BSS000NBMN","captif","92078",2.32713328848813,48.9340257126573,29.40,13248,2003,2024,35,618,"2024-10-31"
"01832C0336/B1","BSS000NCNC","captif","92051",2.25795733522279,48.8881342898077,34.00,11602,1996,2024,26,571,"2024-10-31"
"01864X1012/SCE","BSS000PQXT","PARC DE LA DHUYS - SOURCE N.1(PARGNY-LA-DHUYS-02)","02590",3.56014009501762,48.9472273070878,128.04,27645,2007,2022,25,697,"2024-10-31"
"01876X0002/SAEP2","BSS000PSLF","STATION DE POMPAGE(LE THOULT-TROSNAY-51)","51570",3.69070915582334,48.8581085537004,157.00,35407,2004,2024,35,999,"2024-10-31"
"01877X0029/SAEP","BSS000PSSL","SOURCE BESANGER(CONGY-51)","51163",3.82809964532288,48.8623335748614,205.00,32819,2005,2024,35,937,"2024-10-31"
"01907X0016/FAEP","BSS000PWAT","STATION DE POMPAGE(ALLIANCELLES-51)","51006",4.88525078696961,48.8048506398019,126.00,36356,1995,2024,35,1084,"2024-10-31"
"01908X0043/F2","BSS000PWFW","CALCAIRES DU TITHONIEN DU BASSIN PARISIEN à LAIMONT  ","55272",5.03337201348986,48.8333889123615,152.00,15751,1996,2024,35,686,"2024-10-31"
"01915X0041/F1","BSS000PWSE","CALCAIRES DU TITHONIEN DU BASSIN PARISIEN à NEUVILLE-SUR-ORN","55382",5.06020732669423,48.8156542406241,160.44,35827,1996,2024,35,1290,"2024-10-31"
"01916X0013/HY","BSS000PWUW","CALCAIRES DU TITHONIEN DU BASSIN PARISIEN à FAINS-VEEL  ","55186",5.12713619264171,48.7893796075346,185.00,41176,1996,2024,35,1463,"2024-10-31"
"02097X0010/C1","BSS000RBXN","LES AVALIS(ISIGNY LE BUAT-50)","50256",-1.17553777153209,48.6146992187588,86.00,32436,1996,2023,34,874,"2024-10-31"
"02111X0017/C1","BSS000RCWD","LE PONT HERBOUT(CHANU-61)","61093",-0.644295665368184,48.7150504506474,262.00,44558,1998,2024,35,1121,"2024-10-31"
"02121X0020/F1","BSS000RDGX","LAITERIE FLECHARD(SAINT-HILAIRE-DE-BRIOUZE-61)","61402",-0.328937391468197,48.6998387219803,210.00,33159,2007,2024,34,831,"2024-10-31"
"02137X0011/S1","BSS000RELS","LA LUZERNE SEVILLY(SEES-61)","61464",0.187127813455435,48.6123393817398,198.00,45801,1998,2024,35,1145,"2024-10-31"
"02184X0001/SP","BSS000RJHC","CEA(SACLAY-91)","91534",2.15449509228559,48.7286644252007,157.00,22066,2007,2024,34,620,"2024-10-31"
"02186X0040/REC","BSS000RJVG","BOIS DES PLANTS(CLAIREFONTAINE-EN-YVELINES-78)","78164",1.90327286059392,48.6059072233574,135.00,26039,1993,2024,35,878,"2024-10-31"
"02198X0059/HY","BSS000RNYT","SOURCE DU SOULIER(ETIOLLES-91)","91225",2.46905031815335,48.6295456537863,35.00,33508,1998,2024,34,993,"2024-10-31"
"02205X0098/P10","BSS000RQUX","LIBRE","94056",2.55097347201735,48.6890425289218,50.32,48015,1991,2024,35,1998,"2024-10-31"
"02226X0009/F1","BSS000RTNM","CHATEAU-D'EAU(BEAUCHERY-SAINT-MARTIN-77)","77026",3.40942187163464,48.6135928036848,155.62,71485,1995,2024,35,1994,"2024-10-31"
"02231X0010/FAEP","BSS000RTWC","STATION DE POMPAGE FOND DU GUE BARRE(LES ESSARTS-LES-SEZANNE-51)","51235",3.63430368748321,48.7650453031737,203.00,40623,2000,2024,35,1085,"2024-10-31"
"02254X0001/FAEP","BSS000RWXM","STATION DE POMPAGE(VITRY-EN-PERTHOIS-51)","51647",4.6274635822031,48.7512727170866,122.80,10645,1999,2024,35,500,"2024-10-31"
"02262X0013/SAEP","BSS000RXVE","CAPTAGE(SCRUPT-51)","51528",4.82782336746269,48.7134440564686,132.00,33560,1995,2024,34,990,"2024-10-31"
"02262X0044/SAEP","BSS000RXWM","CAPTAGE LA PRESLE(BIGNICOURT-ETREPY-51)","51240",4.80103944595291,48.7629733519706,124.00,37026,1995,2024,35,1080,"2024-10-31"
"02566X0035/F1","BSS000TWZA","AU NORD DU HAMEAU DIT LE PLESSIS CORBREUSE(CORBREUSE-91)","91175",1.95876145451072,48.4947315902228,151.00,33451,1996,2024,35,1211,"2024-10-31"
"02581X0043/P1","BSS000TZTU","LES PESSARDS - BOIS DE LA SOUCHE, CADASTRE 2A/430(SEINE-PORT-77)","77447",2.5639741103474,48.5610519840825,58.60,57511,1996,2024,35,1672,"2024-10-31"
"02586X0069/P3","BSS000UBNS","L'HERMITAGE(BOIS-LE-ROI-77)","77037",2.68644728816237,48.4643406131282,82.00,29019,1998,2023,34,873,"2024-10-31"
"02594X0052/P1","BSS000UCVV","PUITS COMMUNAL DE SAVINS(LONGUEVILLE-77)","77260",3.23332905431291,48.5127754446532,72.00,35978,1996,2024,35,1139,"2024-10-31"
"02597X0010/S1","BSS000UDKH","SOURCE DE BECHERELLES(DONNEMARIE-DONTILLY-77)","77159",3.11323423444611,48.4929770111158,95.00,74631,1997,2024,34,2128,"2024-10-31"
"02617X0030/FAEP2","BSS000UJJG","AU NORD-EST CHATEAU D'EAU(ORVILLIERS-SAINT-JULIEN-10)","10274",3.82877686036424,48.4396791694845,107.00,34070,1998,2024,35,1051,"2024-10-31"
"02618X0004/PAEP","BSS000UJMC","STATION DE POMPAGE(SAINT-MESMIN-10)","10353",3.93126973282289,48.436348802367,89.00,36480,1993,2024,35,1083,"2024-10-31"
"02637X0008/PAEP","BSS000ULUD","STATION DE POMPAGE FONTAINE SAINT-FIACRE(MAIZIERES-LES-BRIENNE-10)","10221",4.58432936789049,48.4361092499379,120.00,30993,1994,2022,35,810,"2024-10-31"
"02976X0017/FAEP","BSS000WKGX","CARREFOUR N374-D158(PAISY-COSDON-10)","10276",3.71853631347037,48.2407411828655,120.25,39649,1993,2024,35,1193,"2024-10-31"
"02265X0011/FAEP","BSS000RYGJ","LE BERCEAU CHATEAU D'EAU(ORCONTE-51)","51417",4.74157532265335,48.6673433210838,118.00,23898,2005,2024,35,846,"2024-10-31"
"01801X0011/P","BSS000MSJR","CHATEAU DE COULONGES","27693",1.08525122233962,48.883640419304,131.00,76957,1998,2024,35,1853,"2024-10-31"
"01886X0013/FE","BSS000PTSR","RUISSEAU DU MONT","51154",4.12071044584738,48.8218870735001,115.00,26309,2006,2024,35,856,"2024-10-31"
"03064X0053/SCE","BSS000WUDV","SOCLE DU MASSIF VOSGIEN A RANRUPT","67384",7.17689042499703,48.3542177269764,646.00,30947,1985,2023,35,1251,"2024-10-31"
"05181X0003/PCAEP","BSS001KFJS","LE RINCIOU (N.U.)","18103",1.82704250461643,47.1595660889303,105.00,19561,2011,2024,34,476,"2024-10-31"
"05185X0005/HYAEP","BSS001KFRR","SOURCE DES SEIGNEURSPUITS","36230",1.86168675991076,47.0603077641091,138.00,21908,1983,2024,34,688,"2024-10-31"
"03042X0078/F","BSS000WRYB","MAXEVILLE - FORAGE 2","88173",6.26795399940455,48.3581669218958,283.00,9734,1997,2023,22,458,"2024-10-31"
"08285X0036/F","BSS001ZPKN","STADE","33355",-0.350752514651521,44.6672426354984,23.00,3545,2012,2023,33,557,"2024-10-31"
"01373X0158/PZ","BSS000KNKG","C8 - Puits du Chevillon","54036",5.99238761650931,49.2931357571577,213.47,20284,2002,2023,35,849,"2024-10-31"
"08032X0373/F1","BSS001XXDS","ÉTABLISSEMENTS CASTEL FRÈRES","33056",-0.617910612444088,44.9238610435128,7.00,3745,2013,2024,33,617,"2024-10-31"
"01993X0010/F","BSS000QQLE","14 RUE DE HAUTE VIENNE","67315",8.12543793333265,48.9545544947757,138.39,19960,1999,2022,35,844,"2024-10-31"
"10098X0253/F","BSS002HWAJ","Puits du chemin de Redon (Lagardelle-Sur-Lèze - 31)","31263",1.3933072631698,43.4025095863283,181.99,5631,2009,2024,33,928,"2024-10-31"
