county,station name,name,height(m),easting,northing,latitude,longitude,open year,close year
Galway,3027,MILLTOWN,50,140940,262810,53.61194,-8.89306,1944,(null)
Galway,726,LETTERFRACK G.S.,41,71200,257800,53.55417,-9.94444,1950,1985
Galway,725,CARRAROE G.S.,18,93200,225100,53.26528,-9.60139,1950,1985
Galway,1421,GORT (Derrybrien),177,160200,202400,53.07083,-8.59444,1952,1982
Galway,1425,CLOOSH (FOR.STN.),101,110865,235215,53.35972,-9.33944,1963,2017
Galway,728,BALLYGAR (AUGHRANE),59,179600,254700,53.54167,-8.30833,1931,1968
Galway,1428,MOYLOUGH G.S.,78,162600,248600,53.48611,-8.56389,1944,1994
Galway,1426,MOYARD,13,63000,258900,53.5625,-10.06806,1980,2002
Galway,3127,GLENAMADDY (Gortnagier),84,162795,261085,53.59861,-8.56278,1944,(null)
Galway,3227,MOYCULLEN G.S.,38,121400,232700,53.33889,-9.18056,1945,1985
Galway,421,GORT G.S.,24,145100,202100,53.06667,-8.81944,1943,1971
Galway,426,BALLYNAKILL RECTORY,26,67300,256800,53.54444,-10.00278,1935,1960
Galway,3427,GALWAY (BALLYBAAN TRANS.STN.),40,132600,226800,53.2875,-9.01111,1954,1969
Galway,425,INVERIN G.S.,30,104700,222000,53.24028,-9.42778,1950,1969
Galway,1526,KILLARY YOUTH HOSTEL,9,76900,265000,53.62028,-9.86028,1981,1994
Galway,1525,GALWAY (COLAISTE EINDE),24,127400,224300,53.26389,-9.08889,1964,1967
Galway,3627,GALWAY (THE FISHERY),11,129600,225300,53.27361,-9.05556,1958,1968
Galway,3685,GORT (Derrybrien),58,159800,201890,53.06639,-8.60028,2019,(null)
Galway,3727,CONG (CLOGHER),38,113300,254800,53.53611,-9.30833,1961,1991
Galway,821,BOOKEEN G.S.,47,158300,223600,53.26111,-8.625,1943,1976
Galway,3885,CLOOSH (For.Stn.),101,110845,235210,53.35972,-9.33972,2018,(null)
Galway,825,LETTERMORE G.S.,27,89600,228300,53.29306,-9.65556,1950,1985
Galway,3927,GALWAY (Univ.Coll.),14,129000,225600,53.27639,-9.06389,1965,2012
Galway,1625,CARNA (MARINE BIOLOGY STN.),6,78200,230800,53.31389,-9.82778,1967,2003
Galway,1628,CREGGS G.S.,72,175900,260600,53.59444,-8.36389,1944,1991
Galway,827,MOYCULLEN HSE.,122,121200,232100,53.33333,-9.18333,1940,1945
Galway,1626,CONNEMARA NATIONAL PARK,58,71300,257500,53.55139,-9.9425,1982,2010
Galway,3985,CONNEMARA NATIONAL PARK,58,71330,257425,53.55111,-9.94222,2018,(null)
Galway,828,BALLINASLOE(ST.BRIGID'S HOSP.),43,186300,230900,53.32778,-8.20556,1941,1975
Galway,4027,MAAM (AGR.RES.STN.),34,93000,255200,53.53611,-9.61389,1968,1978
Galway,4085,TERRYLAND WTP,16,129655,226705,53.28611,-9.053,2018,(null)
Galway,275,MACE HEAD,21,73400,232276,53.32583,-9.90083,2003,(null)
Galway,4185,MAAM VALLEY,58,93395,255290,53.53694,-9.60861,2018,(null)
Galway,4227,CORNAMONA,30,104800,253000,53.51806,-9.43611,1968,2011
Galway,4285,TUAM WWTP,58,141645,252035,53.509,-8.875,2019,(null)
Galway,4327,BELCLARE (AGR.RES.STN.),44,135900,246700,53.46667,-8.96528,1977,1998
Galway,1725,ROUNDSTONE,15,72605,242350,53.41611,-9.91667,1985,2019
Galway,4427,MAAM (AGR.RES.STN.) II,30,92200,256500,53.54722,-9.62639,1978,1983
Galway,1728,AHASCRAGH G.S.,55,177800,238600,53.39722,-8.33333,1944,1963
Galway,4527,HEADFORD O.P.W.,30,126930,247280,53.47083,-9.10111,1981,(null)
Galway,4627,DRUM WEST,67,124400,227900,53.29611,-9.13333,1982,2013
Galway,128,MOUNT BELLEW N.S.,66,166800,246400,53.46667,-8.5,1928,1946
Galway,4727,TUAM SUGAR FACTORY,37,142000,253800,53.53056,-8.875,1981,1985
Galway,4827,MAAM VALLEY,58,93390,255295,53.53694,-9.60861,1983,(null)
Galway,1819,PORTUMNA O.P.W.,35,187200,204600,53.09167,-8.19167,1928,(null)
Galway,925,CARNA G.S.,14,78200,232100,53.325,-9.82778,1950,1985
Galway,1825,RECESS (CLOONACARTAN),15,83100,248300,53.47167,-9.76111,1989,1994
Galway,921,PETERSWELL G.S.,46,150300,207300,53.11389,-8.74167,1943,1972
Galway,1821,NEW INN N.S.,88,167400,227900,53.3,-8.48889,1970,1983
Galway,1827,KILCONLY G.S.,46,134900,258500,53.57222,-8.98333,1941,1998
Galway,927,BALLYGLUNIN HSE.,37,146100,242000,53.425,-8.81111,1946,1961
Galway,1828,MOUNT BELLEW (FOR.STN.),67,165900,246400,53.46667,-8.51389,1944,1993
Galway,926,CLEGGAN,17,59600,258300,53.55556,-10.11944,1952,1984
Galway,125,RECESS (Inagh Cross),21,83600,247600,53.46528,-9.75278,1955,1959
Galway,5027,OUGHTERARD (ARDNASILLAGH),18,116620,241980,53.42167,-9.255,1988,2014
Galway,1875,ATHENRY,40,147659,226804,53.28917,-8.78556,2010,(null)
Galway,521,KINVARA G.S.,11,137400,210200,53.13889,-8.93611,1943,1999
Galway,525,SPIDDAL G.S.,12,112800,222400,53.24444,-9.30694,1950,1976
Galway,5327,GALWAY RACECOURSE,53,133800,227500,53.29361,-8.99222,2000,2000
Galway,1921,ATHENRY (MELLOWES AGR.COLL.),43,148100,226600,53.2875,-8.77778,1975,2012
Galway,1925,INISHMORE,46,87200,210100,53.12917,-9.68556,1995,(null)
Galway,1928,MOUNT BELLEW (AGR.COLL.),66,167200,246700,53.46944,-8.49444,1951,1966
Galway,5427,OUGHTERARD GOLF CLUB,17,114600,242100,53.42167,-9.28444,2009,(null)
Galway,5485,MOUNTBELLEW_AGRIC_COL,66,167290,246590,53.46861,-8.49333,2019,(null)
Galway,5527,MOYCULLEN (Loughwell),98,118275,229235,53.3075,-9.22667,2013,(null)
Galway,126,CLIFDEN (D.E.Schools),58,65600,251100,53.49306,-10.025,1952,1954
Galway,527,GURTEEN G.S.,96,161000,235000,53.36389,-8.58611,1941,1953
Galway,526,CLIFDEN RECTORY,17,65400,250400,53.48611,-10.02778,1944,1962
Galway,528,GOWLA (EXP.STN.),53,178800,246500,53.46806,-8.31944,1952,1959
Galway,2018,CARHEENY BEG,47,144270,194250,52.99639,-8.83083,1993,(null)
Galway,1021,LOUGHREA G.S.,85,161800,216500,53.19722,-8.57222,1943,1998
Galway,1025,ROUNDSTONE G.S.,21,72300,239800,53.39306,-9.91944,1950,1983
Galway,2021,GALWAY S.W.S.,20,132700,225600,53.27611,-9.00944,1978,1990
Galway,1028,KILCONNEL G.S.,91,173400,231200,53.33056,-8.4,1943,1983
Galway,2027,COROFIN G.S.,34,142600,243200,53.43611,-8.86389,1941,1991
Galway,2025,COSTELLO FISHERY II,11,97700,226900,53.28278,-9.53333,1996,2000
Galway,1027,ROSSCAHIL (KILLAGUILE),40,114800,238700,53.39167,-9.28056,1946,1951
Galway,5927,NUIG,9,129078,225617,53.27639,-9.06389,1864,1952
Galway,1026,OWENGLIN (BARNANONG),158,76900,252700,53.50972,-9.85556,1953,1970
Galway,2026,INISHBOFIN,23,55300,265500,53.61889,-10.18667,1984,(null)
Galway,6027,CLONBUR_PetersburgOEC,18,108270,257275,53.555,-9.384,2020,(null)
Galway,6127,CONG (THE GLEBE),34,115905,256088,53.548176,-9.269603,1900,1923
Galway,6227,TUAM (GARDENFIELD),47,142149,254977,53.54174,-8.87348,1900,1935
Galway,321,NEW INN G.S.,88,167000,227700,53.29861,-8.49444,1941,1993
Galway,6327,GALWAY-Circular_Road,54,127765,226685,53.285,-9.084,2020,(null)
Galway,2121,GORT (Derrybrien) II,155,159765,201910,53.06667,-8.60083,1982,(null)
Galway,2125,MACE HEAD,15,73500,232300,53.32583,-9.89806,1998,2000
Galway,2127,BARNADERG G.S.,61,152100,247800,53.47778,-8.72222,1941,1988
Galway,2126,CLEGGAN (Cloch Breac),21,60265,258135,53.55472,-10.10917,1984,(null)
Galway,325,BALLYNAHINCH CASTLE,12,76200,247300,53.46111,-9.86389,1913,1963
Galway,2128,BALLYMOE G.S.,61,169700,271900,53.69583,-8.45833,1952,1997
Galway,1121,ATHENRY (AGR.COLL.),46,148100,226800,53.28889,-8.77778,1944,1975
Galway,2221,INISHERE,6,98000,202700,53.06528,-9.52222,1982,2017
Galway,1125,CONNEMARA (CASHEL BAY),15,80700,242200,53.41667,-9.79444,1955,1976
Galway,2227,CARNDOLLA,24,132495,239655,53.40306,-9.01556,1941,(null)
Galway,327,MONIVEA (FOR.STN.),82,153700,236300,53.375,-8.69583,1951,1952
Galway,2226,CLIFDEN,18,65670,249655,53.48,-10.02417,1985,(null)
Galway,2225,CAMUS,30,96260,237090,53.37417,-9.55944,2001,(null)
Galway,1127,TUAM (AIRGLOONEY),34,142000,253100,53.525,-8.875,1941,1981
Galway,1126,MOYARD (BALLYNEW),15,63100,258800,53.56111,-10.06667,1960,1969
Galway,2228,BALLYGAR,61,178400,252500,53.52222,-8.325,1969,2011
Galway,2325,FURBO,72,118700,224600,53.26556,-9.21917,2004,2007
Galway,2327,LAGHTGEORGE G.S.,14,138000,234300,53.35556,-8.93056,1941,1998
Galway,2328,BALLINASLOE (THE PINES),40,186700,230700,53.32639,-8.2,1975,1988
Galway,621,KILCOLGAN G.S.,13,141900,218200,53.21111,-8.86944,1943,1985
Galway,9726,M.OWENGLIN (EMLAUGHDAUROE),146,75000,250300,53.4875,-9.88333,1954,1961
Galway,9826,M.OWENGLIN (TIEVEBAUN),274,74400,252600,53.50833,-9.89306,1954,1981
Galway,625,KILRONAN G.S.,15,88300,209100,53.12083,-9.66806,1950,1996
Galway,9827,M.MAAM (Mt.Rinavore),389,92100,258000,53.56056,-9.62917,1983,2017
Galway,2421,KILCHREEST G.S.,64,154700,212900,53.165,-8.67778,1984,1999
Kerry,2505,BARRADUFF G.S.,113,108100,90400,52.05833,-9.34028,1951,1988
Kerry,2510,LIXNAW GARRYNAGORE,15,88400,125200,52.3675,-9.63861,1985,1999
Kerry,2605,KILLORGLIN (VOC.SCH.),28,77500,96200,52.10417,-9.7875,1952,1982
Kerry,1305,CASTLEISLAND (VOC.SCH.),41,100400,110100,52.23333,-9.45833,1944,1988
Kerry,1309,TRALEE (LISDARA),18,84500,114900,52.27361,-9.69306,1978,1979
Kerry,2705,KILLARNEY (GT.SOUTHERN HOTEL),43,97500,90800,52.05972,-9.49444,1958,1968
Kerry,2710,KNOCKNAGOSHEL (Meinleitrim),183,106125,116735,52.29472,-9.37667,1992,(null)
Kerry,403,WATERVILLE (VOC.SCH.),26,50700,66800,51.83333,-10.16667,1942,1946
Kerry,703,WATERVILLE OCTIVE NO.9,110,58800,70600,51.86944,-10.05,1942,(null)
Kerry,705,KILLORGLIN (Callinafercy),14,77900,99400,52.13333,-9.78333,1921,2018
Kerry,405,GAP OF DUNLOE,34,88500,81900,51.97778,-9.62222,1885,2016
Kerry,2805,CASTLEISLAND O.P.W.,30,100200,109400,52.22778,-9.46111,1959,1962
Kerry,2810,NORTH KERRY LANDFILL,259,95000,117400,52.29806,-9.53917,1997,2014
Kerry,709,ARDFERT G.S.,23,78700,120400,52.32222,-9.77917,1951,1975
Kerry,2885,BALLYBUNION WWTP,8,86630,138920,52.49028,-9.66972,2019,(null)
Kerry,2905,KILLARNEY (DROM AULINN),32,97100,90200,52.05417,-9.5,1966,1972
Kerry,2910,KNOCKNAGOSHEL (LOWER DERK),195,105400,125000,52.36861,-9.38861,1999,1999
Kerry,1403,LAURAGH G.S.,8,77300,58300,51.76389,-9.77778,1952,1985
Kerry,409,BALLYFERRITER G.S.,37,35400,104200,52.16528,-10.40556,1950,1989
Kerry,1405,OOLAGH (Caragh River Area),98,74200,90400,52.05139,-9.83472,1949,2010
Kerry,2985,DOOKS GOLF CLUB,18,68115,94350,52.08583,-9.92472,2019,(null)
Kerry,1411,BALLYLONGFORD G.S.,9,99900,144400,52.54167,-9.475,1941,1995
Kerry,3005,KILLARNEY (GOLF CLUB),9,92800,91100,52.06111,-9.56389,1967,1972
Kerry,1409,CAMP (DEELIS),6,66800,110200,52.22778,-9.95,1979,1999
Kerry,3010,LISTOWEL (Gurtocloghane),125,99900,125900,52.37583,-9.46944,2000,(null)
Kerry,3006,BARNA,226,113200,102400,52.16667,-9.26806,1950,1985
Kerry,3085,KILLARNEY (Muckross House),29,96990,86575,52.02222,-9.50139,2019,(null)
Kerry,3105,KILLARNEY (GORTDROMAKIERY),181,101200,83800,51.99722,-9.43889,1968,1995
Kerry,3110,BROSNA (SCALP),229,111400,114800,52.27806,-9.29861,2004,2013
Kerry,3205,KILLARNEY (Muckross House),58,97200,86200,52.01667,-9.49861,1968,2019
Kerry,109,TRALEE (Clash),15,84700,114400,52.26944,-9.68889,1937,1996
Kerry,3305,LYRANES-UPPER(CARAGH RVR.AREA),91,72500,84900,52.00139,-9.85694,1969,1990
Kerry,1503,KENMARE (Doon),9,78300,67000,51.84167,-9.76667,1953,1993
Kerry,1505,LYRANES (CARAGH RIVER AREA),85,72500,84100,51.99444,-9.85694,1949,1969
Kerry,1510,LYREACRUMPANE (REENAGOWN),187,97300,118200,52.30556,-9.50556,1947,2011
Kerry,1509,TRALEE (Lisaboula),152,87400,109900,52.22917,-9.64861,1980,(null)
Kerry,3405,KILLARNEY (LISSIVIGEEN N.S.),69,100000,89700,52.05,-9.45833,1969,1984
Kerry,3410,LISTOWEL (Bunaghara),34,103305,133215,52.44222,-9.42278,2013,(null)
Kerry,803,WATERVILLE OCTIVE NO.10,110,54800,69700,51.86111,-10.10833,1942,1982
Kerry,3505,KILLARNEY (FARM CENTRE),49,96000,92100,52.07083,-9.51667,1976,1992
Kerry,805,BEAUFORT G.S.,35,87800,91800,52.06667,-9.63611,1941,1995
Kerry,809,BALLYHEIGUE G.S.,11,75000,128000,52.38889,-9.83611,1951,1997
Kerry,3605,BAWNASKEHY CASTLEISLAND,52,101700,106400,52.20111,-9.4375,1982,(null)
Kerry,810,BALLYDUFF G.S.,36,87000,134800,52.45278,-9.6625,1941,2000
Kerry,105,BALLYMACELLIGOT RECTORY,39,91900,112100,52.25,-9.58333,1929,1944
Kerry,3705,VENTRY THE BOAT SLIP,3,38400,100400,52.13167,-10.36056,1982,(null)
Kerry,1603,KILGARVAN (Gortnaboul),34,100800,73100,51.90139,-9.44167,1969,(null)
Kerry,1605,GLENVICKEE (Caragh River Area),128,74300,81700,51.97361,-9.82917,1949,(null)
Kerry,1610,BROSNA (MT.EAGLE),238,111200,112500,52.25694,-9.3,1947,2004
Kerry,1609,ARDFERT (Liscahane),30,79100,119200,52.31111,-9.77361,1980,(null)
Kerry,3805,KILLORGLIN V.S. II,34,77900,95700,52.1,-9.78194,1982,1988
Kerry,3905,GLENCAR (Dreenagh),69,69100,85200,52.00333,-9.90694,1983,(null)
Kerry,4005,MACGILLYCUDDY (L.EIGHTER),451,77900,85200,52.00556,-9.77778,1983,1995
Kerry,4105,BALLINSKELLIGS THE GLEN,40,39400,69100,51.85083,-10.33056,1985,(null)
Kerry,1703,WATERVILLE OCTIVE NO.10A,163,60100,69900,51.86417,-10.03056,1982,1995
Kerry,4205,CAPPANALEA GLENCAR,107,72800,89800,52.04583,-9.85444,1986,1989
Kerry,1705,CLOONE LAKE (Caragh River Area),122,71200,78400,51.94306,-9.87361,1949,(null)
Kerry,1709,TRALEE (OAKVIEW),17,84200,115000,52.275,-9.69667,1982,1995
Kerry,1710,BROSNA,134,113300,118600,52.3125,-9.27083,1947,1992
Kerry,4306,BALLYDESMOND (TURREENGARRIVE),299,112300,103800,52.17917,-9.28194,1966,1968
Kerry,4305,DINGLE (MILLTOWN),9,42900,101500,52.14306,-10.29444,1989,1995
Kerry,4405,FARRANFORE (Knockaderry),34,94000,102900,52.1675,-9.55,1993,2001
Kerry,503,KENMARE (VOC.SCH.),12,91000,70400,51.875,-9.58333,1955,1955
Kerry,903,BALLINSKELLIGS G.S.,12,43300,65900,51.82361,-10.27361,1949,1972
Kerry,303,KENMARE (DROMORE CASTLE),27,81500,68400,51.85556,-9.71944,1874,1958
Kerry,905,CASTLEMAINE G.S.,8,83900,103300,52.16944,-9.69722,1941,1986
Kerry,4505,DEREEN,23,45800,74000,51.89667,-10.24028,1995,(null)
Kerry,505,KILLARNEY (ST.FINAN'S HOSP.),55,96400,91600,52.06667,-9.51111,1889,1988
Kerry,906,RATHMORE G.S.,162,117000,93200,52.08472,-9.21111,1941,1985
Kerry,4605,ROADS,125,53180,87365,52.01944,-10.13944,1996,(null)
Kerry,4611,TARBERT ISLAND,15,107800,149300,52.5875,-9.36111,1968,2013
Kerry,4606,RATHMORE CONVENT,168,114700,92500,52.07778,-9.24444,1969,1982
Kerry,910,KNOCKNAGOSHEL G.S.,152,106200,121100,52.33333,-9.37639,1941,1995
Kerry,509,CLOGHANE,9,51100,110800,52.22917,-10.17917,1950,(null)
Kerry,1805,GLENBEIGH G.S.,23,67100,91200,52.05694,-9.9375,1949,1988
Kerry,1803,DERRIANA,122,60400,73200,51.89333,-10.02806,1993,(null)
Kerry,4705,DOOKS,15,67900,92400,52.0675,-9.92722,1996,(null)
Kerry,305,VALENTIA OBSERVATORY (Manual),24,45799,78549,51.93806,-10.24333,1866,2012
Kerry,1810,LISTOWEL (RATHEA),91,98700,128300,52.39722,-9.48889,1948,1982
Kerry,1809,CASTLEGREGORY ROUGH POINT,11,62800,119600,52.31056,-10.01139,1984,2004
Kerry,510,LYREACRUMPANE,128,98600,123700,52.35556,-9.48889,1939,1964
Kerry,4805,CAMP (SLIABH),171,67300,106300,52.1925,-9.94111,1997,1998
Kerry,4905,CASTLEISLAND (Kilmurry),107,105900,110300,52.23667,-9.37806,1998,(null)
Kerry,5005,FARRANFORE (KILFELIM),34,96400,106000,52.19583,-9.515,2001,2001
Kerry,309,TRALEE (DROUMAVALLA),172,87400,109600,52.22639,-9.64861,1950,1984
Kerry,5105,GLENBEIGH,72,67000,91300,52.05806,-9.93889,2005,2013
Kerry,103,DERRYNANE ABBEY,4,52900,58700,51.76111,-10.13056,1871,1958
Kerry,1903,KENMARE,14,90700,71200,51.8825,-9.58806,1994,(null)
Kerry,1905,PORTMAGEE G.S.,6,37500,72800,51.88333,-10.35972,1949,1983
Kerry,5205,KNIGHTSTOWN,72,41800,77300,51.92556,-10.3,2006,2014
Kerry,1909,DINGLE (Baile na nGall),36,38600,108400,52.20361,-10.36111,1984,(null)
Kerry,1910,LIXNAW G.S.,8,90100,129100,52.40278,-9.61528,1951,1985
Kerry,5305,GLENBEIGH (Dooks),30,69245,93320,52.07694,-9.90778,2013,(null)
Kerry,1003,KILGARVAN,44,100900,73400,51.90417,-9.44028,1949,1969
Kerry,5405,CLONKEEN (Upper Coomacullin),215,110260,81030,51.97472,-9.30667,2018,(null)
Kerry,203,KENMARE (Sheen Falls),15,92500,70000,51.87222,-9.56111,1916,1993
Kerry,1005,FARRANFORE G.S.,43,94000,103400,52.17222,-9.55,1941,1991
Kerry,1010,LISTOWEL (TRANS.STN.),61,101600,132900,52.43889,-9.44722,1941,1972
Kerry,1009,TRALEE (CAHERWEESHEEN),8,84400,112100,52.25278,-9.69444,1957,1978
Kerry,2003,BLACKWATER FISHERY,40,79200,69200,51.86194,-9.75306,1999,2000
Kerry,2005,CASTLEISLAND (Glountaine),241,107800,107300,52.20972,-9.34861,1950,2004
Kerry,2010,LISTOWEL (INCH),15,95600,136400,52.46944,-9.53611,1955,2015
Kerry,2009,ARDFERT BALLYMACQUINN,6,76500,126100,52.37222,-9.81389,1985,2018
Kerry,205,KILLARNEY (The Reeks),15,83500,93700,52.08333,-9.7,1956,1957
Kerry,209,CAMP G.S.,110,69900,109400,52.22083,-9.90417,1941,1982
Kerry,6006,BALLYDESMOND,201,114900,104000,52.18139,-9.24417,1985,(null)
Kerry,2103,WATERVILLE (IVERAGH LODGE),26,50267,66743,51.833183,-10.173195,1900,1913
Kerry,2105,FARRANFORE (SCARTAGLIN),213,104700,105000,52.18889,-9.39306,1950,1971
Kerry,2109,CAMP (GLANNAGALT),110,67600,107400,52.2025,-9.93639,1993,1997
Kerry,2110,LYREACRUMPANE (CARRIGCANNON),183,97600,120600,52.32778,-9.50278,1964,1985
Kerry,6385,Cloone_Lake,105,71115,78525,51.94444,-9.875,2020,(null)
Kerry,1103,SNEEM,14,68900,66900,51.83889,-9.90278,1949,(null)
Kerry,6685,Dingle_WWTP,7,44500,100500,52.135,-10.27194,2020,(null)
Kerry,1105,KILLARNEY (Muckross For.Stn.),32,97700,88200,52.03611,-9.49167,1941,1976
Kerry,6785,Castleisland_WWTP,26,99480,109615,52.23,-9.47194,2020,(null)
Kerry,1109,TRALEE (ST.JOHN'S SCH.),12,83100,114900,52.27361,-9.7125,1969,1973
Kerry,1110,LISTOWEL G.S.,47,99000,133900,52.44722,-9.48611,1941,1983
Kerry,603,KENMARE (DERREEN),24,77100,58900,51.76944,-9.78056,1878,(null)
Kerry,2205,FARRANFORE (CLOUNLEA),177,104000,99900,52.14306,-9.40278,1950,2005
Kerry,7111,TARBERT-Kilpadogue,18,106010,147745,52.571,-9.385,2021,(null)
Kerry,2210,LISTOWEL (ST.MICHAEL'S COLL.),30,98900,134400,52.45139,-9.4875,1974,1979
Kerry,2209,BLENNERVILLE (CURRAGRAIGUE),27,81600,111500,52.24222,-9.73306,1996,2010
Kerry,605,KILLARNEY (B.V.M.PARK),34,97000,85700,52.01389,-9.5,1924,1991
Kerry,610,ABBEYDORNEY G.S.,24,85100,122800,52.34444,-9.68611,1941,1971
Kerry,609,FENIT G.S.,9,72700,115600,52.27778,-9.86528,1951,1995
Kerry,2276,Beentee Mtn,376,47581,78034,51.934074,-10.216836,(null),(null)
Kerry,2275,VALENTIA OBSERVATORY,24,45940,78555,51.93833,-10.24083,2010,(null)
Kerry,2305,TRALEE (BALLYDWYER),122,94200,114200,52.26944,-9.55,1950,1972
Kerry,8605,M.TORC MANGERTON NO.2A,427,95300,83400,51.99306,-9.525,1966,1991
Kerry,2310,LISTOWEL (GROGEEN),67,101000,132800,52.4375,-9.45556,1979,2004
Kerry,8705,M.KILLARNEY (DROMDIRALOUGH),108,102000,85800,52.01528,-9.42778,1968,1992
Kerry,8805,M.TORC MANGERTON NO.7,436,97000,83400,51.99306,-9.5,1966,1991
Kerry,8905,M.BEENREAGH MTN.,491,66100,85400,52.00417,-9.95,1949,(null)
Kerry,9005,M.BALLAGHBEAMA GAP,311,75500,78300,51.94306,-9.81111,1949,(null)
Kerry,9105,M.BALLAGHISHEEN GAP,329,67100,79000,51.94722,-9.93333,1949,1990
Kerry,9103,M.CUMMERAGH NO.1,305,61000,71700,51.88056,-10.01944,1942,(null)
Kerry,9205,M.OOLAGH MTN.,235,73700,90000,52.04722,-9.84167,1949,2010
Kerry,9203,M.CUMMERAGH NO.2,404,63400,71200,51.87639,-9.98333,1942,(null)
Kerry,9305,M.TORC MANGERTON NO.1,223,95900,83100,51.99028,-9.51528,1942,1991
Kerry,9303,M.CUMMERAGH NO.3,543,64100,70400,51.86944,-9.97361,1942,(null)
Kerry,9405,M.TORC MANGERTON NO.2,411,95500,83600,51.99444,-9.52222,1942,1978
Kerry,9403,M.CUMMERAGH NO.4,494,62000,69400,51.85972,-10.00278,1942,(null)
Kerry,9406,RATHMORE_Bounard,200,111065,94065,52.09194,-9.29833,2015,(null)
Kerry,9505,M.TORC MANGERTON NO.4,701,97900,81700,51.97778,-9.48611,1942,1991
Kerry,9503,M.CUMMERAGH NO.5,396,58200,68700,51.85278,-10.05833,1942,(null)
Kerry,1205,CASTLEISLAND (Coom),157,107400,109900,52.23333,-9.35556,1944,(null)
Kerry,9603,M.CUMMERAGH NO.6,351,63400,75100,51.91111,-9.98472,1942,1989
Kerry,9605,M.TORC MANGERTON NO.4A,518,98400,82900,51.98889,-9.47917,1942,1991
Kerry,9703,M.CUMMERAGH NO.7,649,66500,74500,51.90694,-9.94028,1942,1983
Kerry,9705,M.TORC MANGERTON NO.5,283,99600,82600,51.98611,-9.46111,1942,1992
Kerry,2405,DINGLE G.S.,6,44600,100800,52.1375,-10.26944,1950,1988
Kerry,1210,MOYVANE G.S.,62,107000,139600,52.5,-9.36944,1941,1995
Kerry,1209,TRALEE U.D.C.,12,83200,114100,52.26667,-9.71111,1975,2017
Kerry,9803,M.CUMMERAGH NO.8,52,54700,69100,51.85556,-10.10972,1942,1989
Kerry,9805,M.TORC MANGERTON NO.6,442,95600,80500,51.96667,-9.51944,1942,1991
Kerry,9903,M.CUMMERAGH NO.7A,183,62700,74000,51.90111,-9.99556,1977,1989
Kerry,9905,M.TORC MANGERTON NO.3,808,97500,81200,51.97361,-9.49167,1942,1991
Kildare,9923,Eadestown-Carters_Hill,168,295055,218160,53.20556,-6.57806,2013,2014
Kildare,10023,CELBRIDGE_Moortown,75,296540,235165,53.35806,-6.55083,2015,(null)
Kildare,2514,LULLYMORE (BORD NA MONA),84,271100,228900,53.30556,-6.93333,1945,1992
Kildare,2814,MONASTEREVAN G.S.,67,262600,210500,53.14167,-7.06389,1946,1984
Kildare,714,KILDARE (ST.BRIGID'S DEANERY),110,273200,212500,53.15833,-6.90556,1939,1952
Kildare,2914,RATHANGAN G.S.,79,267000,219600,53.22222,-6.99722,1946,1992
Kildare,414,MONASTEREVAN (DERRYLEA),64,259900,214700,53.17917,-7.10417,1951,1952
Kildare,3323,POULAPHUCA (GEN.STN.),174,294500,208600,53.11944,-6.58889,1937,2013
Kildare,423,CLANE,76,287800,227600,53.29167,-6.68333,1937,1950
Kildare,3331,TIMAHOE SOUTH,88,278700,229200,53.30722,-6.81944,1955,2006
Kildare,3414,ALLENWOOD (GEN.STN.),84,274800,227100,53.28889,-6.87778,1949,1990
Kildare,3514,KILBERRY,61,266300,199900,53.04583,-7.01111,1950,1993
Kildare,3523,KILCOCK G.S.,70,288300,240000,53.40278,-6.67222,1942,1978
Kildare,3623,NAAS (TRANS.STN.),122,288900,217100,53.19722,-6.66944,1943,1964
Kildare,3714,KILDARE G.S.,91,272900,212200,53.15556,-6.90972,1951,1992
Kildare,3823,BALLYMORE EUSTACE D.C.W.W.,172,293300,209200,53.125,-6.60556,1944,(null)
Kildare,3914,RATHANGAN (BALLYDERMOT),76,266000,221600,53.24028,-7.01111,1955,1985
Kildare,4014,ATHY (CLOSEBURN),64,266900,194700,52.99861,-7.00278,1958,1968
Kildare,4314,LULLYMORE (AGR.RES.STN.),77,269500,226200,53.28194,-6.95833,1963,1990
Kildare,4423,CELBRIDGE G.S.,62,297200,233500,53.34306,-6.54028,1949,1985
Kildare,4523,KILL G.S.,101,294000,222600,53.24583,-6.59167,1949,1993
Kildare,4723,KILCULLEN G.S.,116,283800,209300,53.12778,-6.74722,1949,1990
Kildare,1814,ATHY (VOC.SCH.),61,268600,193300,52.98611,-6.97778,1943,1981
Kildare,4923,NEWBRIDGE G.S.,94,280600,215100,53.18056,-6.79444,1949,1965
Kildare,5014,ATHY (THE MALTINGS),61,267500,193600,52.98889,-6.99444,1981,2002
Kildare,5114,ATHY (ST.JOSEPH'S TERRACE),61,268100,194500,52.99722,-6.98611,1981,2003
Kildare,5223,CLANE G.S.,73,287700,227800,53.29306,-6.68472,1952,1992
Kildare,1914,BALLYTORE G.S.,99,280000,196000,53.00833,-6.80833,1944,1990
Kildare,523,STRAFFAN HSE.,78,291600,229600,53.30833,-6.625,1883,1952
Kildare,5323,NAAS (C.B.S.),98,289600,219500,53.21806,-6.65833,1955,(null)
Kildare,5414,CASTLEDERMOT KILKEA HOUSE,85,274500,187700,52.93472,-6.89194,1983,(null)
Kildare,5423,BRANNOCKSTOWN (SALLYMOUNT),122,286900,209200,53.12639,-6.70139,1957,1971
